,cycle,amb_temp,date_time,voltage_battery,current_battery,temp_battery,current_load,voltage_load,time,capacity
44,30,24,"05 Apr 2008, 6:25:01",3.309111202,-3.78e-05,35.53204381,-0.0006,0.0,3450.297,1.802598004
45,32,24,"05 Apr 2008, 10:30:32",2.120698095,-2.006293377,38.86588978,-1.999,1.371,3429.407,1.889198995
46,32,24,"05 Apr 2008, 10:30:32",2.817578543,-0.004489723046,39.56365952,-0.0006,0.0,3429.407,1.858735545
47,32,24,"05 Apr 2008, 10:30:32",3.288149053,-0.001359332534,35.81031289,-0.0006,0.0,3429.407,1.8021069
48,34,24,"05 Apr 2008, 14:34:41",1.857554767,-1.988671436,39.62894832,-2.0,1.016,3409.484,1.847817291
49,34,24,"05 Apr 2008, 14:34:41",2.369981458,-2.008399903,38.64757873,-1.999,1.625,3409.484,1.878278372
50,34,24,"05 Apr 2008, 14:34:41",3.260754101,-0.0007935553984,36.24247715,-0.0006,0.001,3409.484,1.802579501
51,36,24,"05 Apr 2008, 18:39:25",2.165755612,-1.988513259,39.22534721,-2.0,1.342,3390.422,1.848525292
52,36,24,"05 Apr 2008, 18:39:25",2.24799165,-2.010307487,38.79218188,-1.999,1.524,3390.422,1.867569716
53,36,24,"05 Apr 2008, 18:39:25",3.229466822,-0.004407893712,36.70221725,-0.0006,0.0,3390.422,1.803068314
54,38,24,"05 Apr 2008, 22:46:35",2.027068634,-1.985790712,39.41263216,-2.0,1.205,3390.281,1.848378952
55,38,24,"05 Apr 2008, 22:46:35",2.88444637,-0.00227724107,38.77022224,-0.0008,0.0,3390.281,1.867589257
56,38,24,"05 Apr 2008, 22:46:35",3.224378895,-0.001862125717,36.77890978,-0.0006,0.0,3390.281,1.802777625
57,41,24,"18 Apr 2008, 21:10:19",2.203355847,-2.009911452,37.543206,-1.9992,1.445,3591.734,1.979626548
58,41,24,"18 Apr 2008, 21:10:19",2.990508602,-0.003199993528,38.26643351,-0.0006,0.0,3591.734,1.880780544
59,41,24,"18 Apr 2008, 21:10:19",3.258740332,-3.54e-05,34.93481911,-0.0006,0.0,3591.734,1.847025995
60,45,24,"19 Apr 2008, 2:29:09",2.358877512,-2.010023847,37.90362578,-1.999,1.619,3552.297,1.957549908
61,45,24,"19 Apr 2008, 2:29:09",2.924443669,-0.002762863088,39.34502064,-0.0006,0.0,3552.297,1.88147216
62,45,24,"19 Apr 2008, 2:29:09",3.218046215,0.0001519420551,36.06881903,-0.0006,0.0,3552.297,1.847417311
63,49,24,"19 Apr 2008, 7:47:15",2.218672914,-2.0106213,37.67016051,-1.999,1.491,3531.578,1.945815017
64,49,24,"19 Apr 2008, 7:47:15",2.985701673,-0.002733686079,38.40282689,-0.0006,0.0,3531.578,1.881095431
65,49,24,"19 Apr 2008, 7:47:15",3.257309627,-0.002765735474,35.57131957,-0.0006,0.0,3531.578,1.836177421
66,53,24,"19 Apr 2008, 13:01:42",2.339723058,-2.009836812,37.34166959,-1.999,1.607,3492.907,1.924246112
67,53,24,"19 Apr 2008, 13:01:42",2.862448292,-0.00227991679,39.19501045,-0.0006,0.0,3492.907,1.871008965
68,53,24,"19 Apr 2008, 13:01:42",3.280256747,-0.0001953488937,35.49553079,-0.0006,0.0,3492.907,1.825780748
69,57,24,"19 Apr 2008, 18:27:29",2.399750821,-2.008549111,37.28979017,-1.999,1.653,3511.594,1.945981133
70,57,24,"19 Apr 2008, 18:27:29",2.913932303,-0.0007937441569,39.01311177,-0.0006,0.0,3511.594,1.870199515
71,57,24,"19 Apr 2008, 18:27:29",3.279765451,-0.001914705596,35.20943494,-0.0006,0.0,3511.594,1.825113644
72,61,24,"19 Apr 2008, 23:41:55",2.050649264,-1.989613682,38.86906912,-2.0,1.232,3431.937,1.870671536
73,61,24,"19 Apr 2008, 23:41:55",2.491410879,-2.011253162,37.16794481,-1.999,1.723,3431.937,1.901407931
74,61,24,"19 Apr 2008, 23:41:55",3.205068916,-0.000256914785,36.50765859,-0.0006,0.0,3431.937,1.825581504
75,65,24,"20 Apr 2008, 4:54:41",1.825436974,-1.98974122,39.11839966,-2.0,0.987,3431.125,1.859612464
76,65,24,"20 Apr 2008, 4:54:41",2.766926989,-0.001348363769,37.51577849,-0.0008,0.0,3431.125,1.878674214
77,65,24,"20 Apr 2008, 4:54:41",3.276866922,0.0006643566078,35.87513759,-0.0008,0.0,3431.125,1.814031128
78,69,24,"20 Apr 2008, 10:16:28",2.134879001,-1.989867366,38.68010761,-2.0,1.314,3412.406,1.86003391
79,69,24,"20 Apr 2008, 10:16:28",2.835612847,-0.0009996515494,37.24165964,-0.0006,0.0,3412.406,1.868306133
80,69,24,"20 Apr 2008, 10:16:28",3.231130028,-0.002598175553,36.32486455,-0.0006,0.0,3412.406,1.814769194
81,73,24,"20 Apr 2008, 15:37:05",1.970455493,-1.987792527,38.86304568,-2.0,1.148,3410.688,1.859165311
82,73,24,"20 Apr 2008, 15:37:05",2.928394635,-0.003474005763,37.10097467,-0.0008,0.0,3410.688,1.856024407
83,73,24,"20 Apr 2008, 15:37:05",3.222025773,-0.0001462630301,36.4068772,-0.0006,0.0,3410.688,1.813969389
84,77,24,"20 Apr 2008, 20:50:38",1.813269431,-1.987021065,39.1453117,-2.0,0.97,3410.718,1.848139818
85,77,24,"20 Apr 2008, 20:50:38",3.077114958,-0.006584951822,36.53635084,-0.0006,0.0,3410.718,1.845199796
86,77,24,"20 Apr 2008, 20:50:38",3.290082794,-0.004012055064,35.8741726,-0.0008,0.0,3410.718,1.802765665
87,81,24,"21 Apr 2008, 2:15:02",2.048365732,-1.98805526,38.83805642,-2.0,1.228,3392.719,1.849201702
88,81,24,"21 Apr 2008, 2:15:02",2.819560587,0.001784340245,37.4960777,-0.0008,0.0,3392.719,1.857228891
89,81,24,"21 Apr 2008, 2:15:02",3.251176185,-0.001451430327,36.40595071,-0.0006,0.0,3392.719,1.80407704
90,85,24,"22 Apr 2008, 15:33:49",2.434300686,-2.010184355,37.25007396,1.999,1.607,3470.672,1.924776089
91,85,24,"22 Apr 2008, 15:33:49",2.88288877,-0.002596242829,38.78113988,0.0004,0.0,3470.672,1.883467744
92,85,24,"22 Apr 2008, 15:33:49",3.249283482,-0.001499701483,36.28230125,0.0006,0.0,3470.672,1.851802552
93,89,24,"22 Apr 2008, 20:26:18",2.117779935,-1.987749839,39.05387577,2.0,1.24,3414.109,1.862821112
94,89,24,"22 Apr 2008, 20:26:18",2.918775739,0.000219946169,37.27669936,0.0006,0.0,3414.109,1.882231753
95,89,24,"22 Apr 2008, 20:26:18",3.260087599,-0.001228815048,36.73981915,0.0006,0.0,3414.109,1.830703846
96,93,24,"23 Apr 2008, 1:18:11",2.163744879,-1.98796554,38.6995517,2.0,1.294,3395.219,1.85208504
97,93,24,"23 Apr 2008, 1:18:11",2.973956909,-0.003806456593,37.05346892,0.0006,0.0,3395.219,1.855276688
98,93,24,"23 Apr 2008, 1:18:11",3.281146601,0.001947239059,36.49603036,0.0008,0.0,3395.219,1.819904109
99,97,24,"23 Apr 2008, 6:18:19",2.045656147,-1.987623052,38.60524149,2.0,1.172,3386.0,1.846950465
100,97,24,"23 Apr 2008, 6:18:19",3.033433372,0.001159493986,36.4901977,0.0006,0.0,3386.0,1.839250892
101,97,24,"23 Apr 2008, 6:18:19",3.30937152,-0.001003526379,36.04392364,0.0006,0.0,3386.0,1.809307964
102,101,24,"23 Apr 2008, 11:08:00",2.135620227,-1.990880773,38.42604748,2.0,1.264,3368.187,1.836828431
103,101,24,"23 Apr 2008, 11:08:00",3.061692514,-0.002470616206,36.1735162,0.0006,0.0,3368.187,1.818539607
104,101,24,"23 Apr 2008, 11:08:00",3.295594468,-0.001834969882,36.22444539,0.0006,0.0,3368.187,1.804609905
105,105,24,"23 Apr 2008, 16:06:25",2.042987154,-1.987965741,39.04689689,2.0,1.163,3368.266,1.837161962
106,105,24,"23 Apr 2008, 16:06:25",3.086421448,-0.002485656828,36.69172174,0.0006,0.0,3368.266,1.813477006
107,105,24,"23 Apr 2008, 16:06:25",3.317198245,-0.0001708683694,36.48129579,0.0006,0.0,3368.266,1.799377065
108,109,24,"23 Apr 2008, 21:02:58",1.978616239,-1.985827106,38.83676496,2.0,1.097,3358.719,1.831672258
109,109,24,"23 Apr 2008, 21:02:58",3.137787322,-0.002908291707,36.30505452,0.0006,0.0,3358.719,1.797101845
110,109,24,"23 Apr 2008, 21:02:58",3.347818507,-0.0008312254388,35.98576133,0.0006,0.0,3358.719,1.788443234
111,113,24,"24 Apr 2008, 1:51:33",2.158453576,-1.988696121,38.49981471,2.0,1.284,3339.5,1.821147095
112,113,24,"24 Apr 2008, 1:51:33",3.150115639,-0.001828624542,36.06439554,0.0008,0.0,3339.5,1.781004629
113,113,24,"24 Apr 2008, 1:51:33",3.337821924,-0.00284373998,36.10148289,0.0006,0.0,3339.5,1.782923048
114,117,24,"24 Apr 2008, 6:50:00",2.092603699,-1.987126806,38.58234015,2.0,1.22,3331.265,1.816506092
115,117,24,"24 Apr 2008, 6:50:00",3.173892042,-0.008825733551,36.017314,0.0006,0.0,3331.265,1.771013042
116,117,24,"24 Apr 2008, 6:50:00",3.364372479,-0.004309732475,35.8592178,0.0006,0.0,3331.265,1.773033716
117,121,24,"24 Apr 2008, 11:49:24",2.152888643,-1.988000423,38.78749983,2.0,1.276,3321.188,1.81138156
118,121,24,"24 Apr 2008, 11:49:24",3.19720715,-0.003438126515,35.90775443,0.0006,0.0,3321.188,1.760471245
119,121,24,"24 Apr 2008, 11:49:24",3.336014494,0.002106450585,36.40939106,0.0006,0.0,3321.188,1.773037755
120,125,24,"24 Apr 2008, 16:45:56",2.053741883,-1.989763558,39.31221126,2.0,1.174,3321.844,1.811605633
121,125,24,"24 Apr 2008, 16:45:56",3.227568459,-0.004927190604,36.35807936,0.0006,0.0,3321.844,1.750291379
122,125,24,"24 Apr 2008, 16:45:56",3.355659628,0.001443793644,36.77364626,0.0006,0.0,3321.844,1.767872111
123,129,24,"24 Apr 2008, 21:38:11",2.079330059,-1.986886765,39.40567993,2.0,1.203,3311.828,1.806054896
124,129,24,"24 Apr 2008, 21:38:11",3.230858082,-0.001453011629,36.50421626,0.0006,0.0,3311.828,1.739492504
125,129,24,"24 Apr 2008, 21:38:11",3.361490198,0.0009051016773,36.84756032,0.0006,0.0,3311.828,1.76231507
126,133,24,"25 Apr 2008, 12:03:44",2.07597933,-1.987433786,39.32802758,-2.0,1.234,3327.391,1.813204183
127,133,24,"25 Apr 2008, 12:03:44",3.199633267,-0.002292562412,36.99126483,-0.0008,0.0,3327.391,1.754676655
128,133,24,"25 Apr 2008, 12:03:44",3.346968122,-0.001459488496,36.71091395,-0.0006,0.0,3327.391,1.767617292
129,135,24,"25 Apr 2008, 20:03:55",2.067434948,-1.987118282,38.61125282,2.0,1.189,3312.078,1.806264194
130,135,24,"25 Apr 2008, 20:03:55",3.189810324,-0.002874522115,36.81410786,0.0006,0.0,3312.078,1.765939094
131,135,24,"25 Apr 2008, 20:03:55",3.371210049,-0.0007500356716,36.38019708,0.0006,0.0,3312.078,1.76266836
132,139,24,"26 Apr 2008, 1:04:35",2.037264031,-1.985217168,38.56972695,2.0,1.159,3293.172,1.795831025
133,139,24,"26 Apr 2008, 1:04:35",3.249962213,-0.004430988719,35.9486655,0.0006,0.0,3293.172,1.733788742
134,139,24,"26 Apr 2008, 1:04:35",3.379951819,-0.001351175408,36.1805145,0.0006,0.0,3293.172,1.751730487
135,143,24,"26 Apr 2008, 5:57:35",2.163267419,-1.990826155,38.34572084,2.0,1.288,3275.328,1.78588526
136,143,24,"26 Apr 2008, 5:57:35",3.276178622,-0.002886506976,35.80761415,0.0006,0.0,3275.328,1.713325912
137,143,24,"26 Apr 2008, 5:57:35",3.391867016,-0.000718230166,36.07117792,0.0006,0.0,3275.328,1.741849605
138,147,24,"26 Apr 2008, 10:58:25",2.106631527,-1.990104969,38.48254063,2.0,1.23,3265.016,1.78032686
139,147,24,"26 Apr 2008, 10:58:25",3.289233794,-0.001482135856,35.72741105,0.0008,0.0,3265.016,1.702407781
140,147,24,"26 Apr 2008, 10:58:25",3.389321801,-0.001638270192,36.06727402,0.0008,0.0,3265.016,1.736091351
141,149,24,"29 Apr 2008, 12:15:56",2.180927286,-1.988974957,41.04994219,2.0,1.292,3328.937,1.81507569
142,149,24,"29 Apr 2008, 12:15:56",2.93495168,-0.002635958074,39.5737867,0.0008,0.0,3328.937,1.823719462
143,149,24,"29 Apr 2008, 12:15:56",3.239960443,-0.002410258903,39.39707856,0.0008,0.0,3328.937,1.793624015
144,153,24,"29 Apr 2008, 17:05:27",2.177349809,-1.986998523,40.36194489,2.0,1.302,3329.266,1.815702515
145,153,24,"29 Apr 2008, 17:05:27",3.013358351,-0.002514119672,38.78195999,0.0008,0.0,3329.266,1.808128405
146,153,24,"29 Apr 2008, 17:05:27",3.31112764,-0.0004760835045,38.24790664,0.0008,0.0,3329.266,1.783189022
147,157,24,"29 Apr 2008, 22:00:04",2.180136102,-1.987598634,39.66769653,2.0,1.303,3301.579,1.800243218
148,157,24,"29 Apr 2008, 22:00:04",3.09819201,0.000650104339,37.85904701,0.0006,0.0,3301.579,1.775761095
149,157,24,"29 Apr 2008, 22:00:04",3.332862126,-0.002545776801,37.66314807,0.0008,0.0,3301.579,1.767364208
150,161,24,"30 Apr 2008, 2:43:55",2.12862952,-1.988124332,39.4811814,2.0,1.253,3283.563,1.790447621
151,161,24,"30 Apr 2008, 2:43:55",3.167346834,0.001188465218,37.12135762,0.0006,0.0,3283.563,1.744740984
152,161,24,"30 Apr 2008, 2:43:55",3.333761215,0.0009142168194,37.41262018,0.0006,0.0,3283.563,1.757017785
153,165,24,"30 Apr 2008, 7:41:42",2.819149314,0.0007008105306,39.41905114,0.0006,0.001,3275.125,1.780343032
154,165,24,"30 Apr 2008, 7:41:42",3.228685512,-0.003510279413,36.58048671,0.0006,0.0,3275.125,1.729207034
155,165,24,"30 Apr 2008, 7:41:42",3.361505749,0.0002297172014,36.98304922,0.0006,0.0,3275.125,1.746870618
156,169,24,"30 Apr 2008, 12:28:49",2.791498672,0.0001504085743,39.72196117,0.0006,0.001,3265.656,1.77532877
157,169,24,"30 Apr 2008, 12:28:49",3.259572455,-0.001254241111,36.4364075,0.0006,0.0,3265.656,1.708108655
158,169,24,"30 Apr 2008, 12:28:49",3.352855281,-0.003677569057,37.11383317,0.0006,0.0,3265.656,1.741717251
159,173,24,"30 Apr 2008, 17:20:16",2.912699551,-0.003713776256,40.03166031,0.0006,0.001,3266.093,1.770262973
160,173,24,"30 Apr 2008, 17:20:16",3.277419952,-0.002464279416,36.53091042,0.0006,0.0,3266.093,1.697595424
161,173,24,"30 Apr 2008, 17:20:16",3.365152082,-0.001924143845,37.44763048,0.0006,0.0,3266.093,1.736422506
162,177,24,"30 Apr 2008, 22:14:54",2.995987713,-0.0001155222884,39.4715147,0.0006,0.001,3257.594,1.760081062
163,177,24,"30 Apr 2008, 22:14:54",3.30954191,-0.003735703749,36.06449508,0.0006,0.0,3257.594,1.682063452
164,177,24,"30 Apr 2008, 22:14:54",3.38577286,0.0004995070896,36.88044924,0.0008,0.0,3257.594,1.726321724
165,181,24,"01 May 2008, 3:15:33",2.972676873,-0.002283350613,39.72504113,0.0006,0.001,3248.593,1.749647594
166,181,24,"01 May 2008, 3:15:33",3.322945796,-0.004205019176,35.94327251,0.0008,0.0,3248.593,1.671476832
167,181,24,"01 May 2008, 3:15:33",3.408443186,-0.0007362875556,36.63224569,0.0006,0.0,3248.593,1.715806539
168,185,24,"01 May 2008, 8:16:03",2.981408978,-0.002542992171,39.74335777,0.0006,0.001,3238.766,1.749650075
169,185,24,"01 May 2008, 8:16:03",3.326877495,-0.004577470679,35.89295329,0.0006,0.0,3238.766,1.660759139
170,185,24,"01 May 2008, 8:16:03",3.409832097,0.0002035420338,36.73387962,0.0006,0.0,3238.766,1.710533351
171,189,24,"01 May 2008, 13:14:24",3.030747306,-0.0003544434936,39.81953913,0.0006,0.001,3240.14,1.745028739
172,189,24,"01 May 2008, 13:14:24",3.3364001,-0.004220549754,35.95951502,0.0008,0.0,3240.14,1.651121015
173,189,24,"01 May 2008, 13:14:24",3.417268005,-0.00524113345,36.82798617,0.0006,0.0,3240.14,1.7060145
174,193,24,"01 May 2008, 18:11:10",3.039062337,0.0005136007464,40.01028251,0.0006,0.001,3230.109,1.739645746
175,193,24,"01 May 2008, 18:11:10",3.356231324,-0.004630300154,36.03733182,0.0008,0.0,3230.109,1.640134926
176,193,24,"01 May 2008, 18:11:10",3.421833589,-0.0004575840517,37.08800149,0.0006,0.0,3230.109,1.700311027
177,197,24,"01 May 2008, 23:10:15",3.073271767,-0.004044405558,39.75053705,0.0006,0.001,3229.781,1.728564228
178,197,24,"01 May 2008, 23:10:15",3.371466361,0.001474388315,35.71327174,0.0006,0.0,3229.781,1.629199942
179,197,24,"01 May 2008, 23:10:15",3.427142406,-0.002323500375,36.75804959,0.0006,0.0,3229.781,1.69457986
180,201,24,"02 May 2008, 3:53:34",3.098778836,-0.002713376064,39.59496852,0.0006,0.001,3212.469,1.723900325
181,201,24,"02 May 2008, 3:53:34",3.396018762,-0.004672744023,35.36649835,0.0006,0.0,3212.469,1.60884963
182,201,24,"02 May 2008, 3:53:34",3.438178718,-0.001432966333,36.66588768,0.0008,0.0,3212.469,1.684902909
183,205,24,"02 May 2008, 8:44:40",3.121368259,-0.004186988652,39.58448144,0.0006,0.001,3213.219,1.713978878
184,205,24,"02 May 2008, 8:44:40",3.393882522,-0.004211278056,35.18665272,0.0006,0.0,3213.219,1.60352449
185,205,24,"02 May 2008, 8:44:40",3.465640473,-0.001928562803,36.22708832,0.0006,0.0,3213.219,1.674474159
186,209,24,"02 May 2008, 13:43:05",3.134628907,-0.001695369031,39.78150284,0.0006,0.001,3203.578,1.7139702
187,209,24,"02 May 2008, 13:43:05",3.39781587,-0.004421042014,35.67614712,0.0008,0.0,3203.578,1.598971214
188,209,24,"02 May 2008, 13:43:05",3.444985935,-0.0007476535284,36.83574345,0.0006,0.0,3203.578,1.674569248
189,213,24,"02 May 2008, 19:07:48",3.121005706,-0.000635055594,39.61214975,0.0006,0.001,3195.125,1.703652117
190,213,24,"02 May 2008, 19:07:48",3.416423033,-0.000320002795,34.71660829,0.0008,0.0,3195.125,1.587627312
191,213,24,"02 May 2008, 19:07:48",3.467467091,0.0002387859433,36.31129508,0.0006,0.0,3195.125,1.663716376
192,215,24,"02 May 2008, 23:24:17",3.16450137,-0.0001039557888,39.80746181,0.0006,0.001,3195.313,1.704013747
193,215,24,"02 May 2008, 23:24:17",3.417549529,-0.001444462241,35.02873638,0.0006,0.0,3195.313,1.582971974
194,215,24,"02 May 2008, 23:24:17",3.471730001,-0.0009780784438,36.57728194,0.0006,0.0,3195.313,1.659013869
195,219,24,"03 May 2008, 4:13:08",3.210026376,0.000520279921,39.41546685,0.0006,0.001,3186.297,1.693571616
196,219,24,"03 May 2008, 4:13:08",3.427505386,-0.003482664855,34.77499131,0.0006,0.0,3186.297,1.567137637
197,219,24,"03 May 2008, 4:13:08",3.466070336,-0.001671215251,36.61716358,0.0006,0.0,3186.297,1.653854057
198,223,24,"03 May 2008, 9:10:19",3.210589611,-0.006451570948,39.38468423,0.0006,0.001,3176.438,1.687657736
199,223,24,"03 May 2008, 9:10:19",3.434750843,-0.004482648411,34.69789798,0.0006,0.0,3176.438,1.561344614
200,223,24,"03 May 2008, 9:10:19",3.485289155,0.0001452940785,36.28502922,0.0006,0.0,3176.438,1.642653782
201,227,24,"03 May 2008, 14:04:34",3.211652713,-0.003993590302,39.44521506,0.0006,0.001,3167.593,1.683074436
202,227,24,"03 May 2008, 14:04:34",3.44819802,-0.001219527121,34.60054157,0.0006,0.0,3167.593,1.551171189
203,227,24,"03 May 2008, 14:04:34",3.480022171,-0.003882123672,36.40409776,0.0006,0.0,3167.593,1.637857843
204,231,24,"03 May 2008, 18:58:13",3.236789079,-0.002354597242,39.35070556,0.0006,0.001,3167.719,1.677927014
205,231,24,"03 May 2008, 18:58:13",3.447136358,0.0007226343451,34.65518631,0.0008,0.0,3167.719,1.540674161
206,231,24,"03 May 2008, 18:58:13",3.487572729,-0.004430965855,36.33612654,0.0006,0.0,3167.719,1.632735041
207,235,24,"03 May 2008, 23:42:30",3.236252355,-0.003300493286,39.41976351,0.0006,0.001,3159.078,1.673206028
208,235,24,"03 May 2008, 23:42:30",3.455115441,-0.001927143185,34.49661504,0.0006,0.0,3159.078,1.525313874
209,235,24,"03 May 2008, 23:42:30",3.48458314,-0.002779507078,36.42204258,0.0006,0.0,3159.078,1.627752892
210,239,24,"04 May 2008, 4:41:40",3.238140257,-0.0002657679578,39.408643,0.0006,0.001,3148.829,1.667436721
211,239,24,"04 May 2008, 4:41:40",3.468023005,-0.001288227655,34.58789397,0.0006,0.0,3148.829,1.530157032
212,239,24,"04 May 2008, 4:41:40",3.484004412,-0.0009843051419,36.46650027,0.0006,0.0,3148.829,1.622125486
213,243,24,"04 May 2008, 9:40:11",3.260791247,-0.0007109598216,39.26414378,0.0006,0.001,3149.094,1.662266263
214,243,24,"04 May 2008, 9:40:11",3.471133597,-0.004490311926,34.48391219,0.0006,0.0,3149.094,1.524656683
215,243,24,"04 May 2008, 9:40:11",3.508463138,-0.003643502506,36.01706888,0.0006,0.0,3149.094,1.61132566
216,247,24,"04 May 2008, 14:38:13",3.257637774,-0.00272356103,39.36784552,0.0006,0.001,3140.547,1.657424307
217,247,24,"04 May 2008, 14:38:13",3.488339089,-0.001221569209,34.3231683,0.0008,0.0,3140.547,1.514549299
218,247,24,"04 May 2008, 14:38:13",3.503787286,-0.0005279739237,36.12135272,0.0008,0.0,3140.547,1.60656314
219,251,24,"04 May 2008, 19:37:07",3.256197957,-0.003566945979,39.3995952,0.0006,0.001,3131.625,1.652538685
220,251,24,"04 May 2008, 19:37:07",3.48822644,-9.2e-05,34.37112414,0.0006,0.0,3131.625,1.509391505
221,251,24,"04 May 2008, 19:37:07",3.500128757,0.0005102798844,36.20196695,0.0006,0.0,3131.625,1.601514223
