cycle,amb_temp,date_time,voltage_battery,current_battery,temp_battery,current_load,voltage_load,time,capacity
41,24,"18 Apr 2008, 21:10:19",2.203355847,-2.009911452,37.543206,-1.9992,1.445,3591.734,1.979626548
45,24,"19 Apr 2008, 2:29:09",2.358877512,-2.010023847,37.90362578,-1.999,1.619,3552.297,1.957549908
49,24,"19 Apr 2008, 7:47:15",2.218672914,-2.0106213,37.67016051,-1.999,1.491,3531.578,1.945815017
53,24,"19 Apr 2008, 13:01:42",2.339723058,-2.009836812,37.34166959,-1.999,1.607,3492.907,1.924246112
57,24,"19 Apr 2008, 18:27:29",2.399750821,-2.008549111,37.28979017,-1.999,1.653,3511.594,1.945981133
61,24,"19 Apr 2008, 23:41:55",2.491410879,-2.011253162,37.16794481,-1.999,1.723,3431.937,1.901407931
65,24,"20 Apr 2008, 4:54:41",2.766926989,-0.001348363769,37.51577849,-0.0008,0,3431.125,1.878674214
69,24,"20 Apr 2008, 10:16:28",2.835612847,-0.0009996515494,37.24165964,-0.0006,0,3412.406,1.868306133
73,24,"20 Apr 2008, 15:37:05",2.928394635,-0.003474005763,37.10097467,-0.0008,0,3410.688,1.856024407
77,24,"20 Apr 2008, 20:50:38",3.077114958,-0.006584951822,36.53635084,-0.0006,0,3410.718,1.845199796
81,24,"21 Apr 2008, 2:15:02",2.819560587,0.001784340245,37.4960777,-0.0008,0,3392.719,1.857228891
85,24,"22 Apr 2008, 15:33:49",2.434300686,-2.010184355,37.25007396,1.999,1.607,3470.672,1.924776089
89,24,"22 Apr 2008, 20:26:18",2.918775739,0.000219946169,37.27669936,0.0006,0,3414.109,1.882231753
93,24,"23 Apr 2008, 1:18:11",2.973956909,-0.003806456593,37.05346892,0.0006,0,3395.219,1.855276688
97,24,"23 Apr 2008, 6:18:19",3.033433372,0.001159493986,36.4901977,0.0006,0,3386,1.839250892
101,24,"23 Apr 2008, 11:08:00",3.061692514,-0.002470616206,36.1735162,0.0006,0,3368.187,1.818539607
105,24,"23 Apr 2008, 16:06:25",3.086421448,-0.002485656828,36.69172174,0.0006,0,3368.266,1.813477006
109,24,"23 Apr 2008, 21:02:58",3.137787322,-0.002908291707,36.30505452,0.0006,0,3358.719,1.797101845
113,24,"24 Apr 2008, 1:51:33",3.150115639,-0.001828624542,36.06439554,0.0008,0,3339.5,1.781004629
117,24,"24 Apr 2008, 6:50:00",3.173892042,-0.008825733551,36.017314,0.0006,0,3331.265,1.771013042
121,24,"24 Apr 2008, 11:49:24",3.19720715,-0.003438126515,35.90775443,0.0006,0,3321.188,1.760471245
125,24,"24 Apr 2008, 16:45:56",3.227568459,-0.004927190604,36.35807936,0.0006,0,3321.844,1.750291379
129,24,"24 Apr 2008, 21:38:11",3.230858082,-0.001453011629,36.50421626,0.0006,0,3311.828,1.739492504
133,24,"25 Apr 2008, 12:03:44",3.199633267,-0.002292562412,36.99126483,-0.0008,0,3327.391,1.754676655
135,24,"25 Apr 2008, 20:03:55",3.189810324,-0.002874522115,36.81410786,0.0006,0,3312.078,1.765939094
139,24,"26 Apr 2008, 1:04:35",3.249962213,-0.004430988719,35.9486655,0.0006,0,3293.172,1.733788742
143,24,"26 Apr 2008, 5:57:35",3.276178622,-0.002886506976,35.80761415,0.0006,0,3275.328,1.713325912
147,24,"26 Apr 2008, 10:58:25",3.289233794,-0.001482135856,35.72741105,0.0008,0,3265.016,1.702407781
149,24,"29 Apr 2008, 12:15:56",2.93495168,-0.002635958074,39.5737867,0.0008,0,3328.937,1.823719462
153,24,"29 Apr 2008, 17:05:27",3.013358351,-0.002514119672,38.78195999,0.0008,0,3329.266,1.808128405
157,24,"29 Apr 2008, 22:00:04",3.09819201,0.000650104339,37.85904701,0.0006,0,3301.579,1.775761095
161,24,"30 Apr 2008, 2:43:55",3.167346834,0.001188465218,37.12135762,0.0006,0,3283.563,1.744740984
165,24,"30 Apr 2008, 7:41:42",3.228685512,-0.003510279413,36.58048671,0.0006,0,3275.125,1.729207034
169,24,"30 Apr 2008, 12:28:49",3.259572455,-0.001254241111,36.4364075,0.0006,0,3265.656,1.708108655
173,24,"30 Apr 2008, 17:20:16",3.277419952,-0.002464279416,36.53091042,0.0006,0,3266.093,1.697595424
177,24,"30 Apr 2008, 22:14:54",3.30954191,-0.003735703749,36.06449508,0.0006,0,3257.594,1.682063452
181,24,"01 May 2008, 3:15:33",3.322945796,-0.004205019176,35.94327251,0.0008,0,3248.593,1.671476832
185,24,"01 May 2008, 8:16:03",3.326877495,-0.004577470679,35.89295329,0.0006,0,3238.766,1.660759139
189,24,"01 May 2008, 13:14:24",3.3364001,-0.004220549754,35.95951502,0.0008,0,3240.14,1.651121015
193,24,"01 May 2008, 18:11:10",3.356231324,-0.004630300154,36.03733182,0.0008,0,3230.109,1.640134926
197,24,"01 May 2008, 23:10:15",3.371466361,0.001474388315,35.71327174,0.0006,0,3229.781,1.629199942
201,24,"02 May 2008, 3:53:34",3.396018762,-0.004672744023,35.36649835,0.0006,0,3212.469,1.60884963
205,24,"02 May 2008, 8:44:40",3.393882522,-0.004211278056,35.18665272,0.0006,0,3213.219,1.60352449
209,24,"02 May 2008, 13:43:05",3.39781587,-0.004421042014,35.67614712,0.0008,0,3203.578,1.598971214
213,24,"02 May 2008, 19:07:48",3.416423033,-0.000320002795,34.71660829,0.0008,0,3195.125,1.587627312
215,24,"02 May 2008, 23:24:17",3.417549529,-0.001444462241,35.02873638,0.0006,0,3195.313,1.582971974
219,24,"03 May 2008, 4:13:08",3.427505386,-0.003482664855,34.77499131,0.0006,0,3186.297,1.567137637
223,24,"03 May 2008, 9:10:19",3.434750843,-0.004482648411,34.69789798,0.0006,0,3176.438,1.561344614
227,24,"03 May 2008, 14:04:34",3.44819802,-0.001219527121,34.60054157,0.0006,0,3167.593,1.551171189
231,24,"03 May 2008, 18:58:13",3.447136358,0.0007226343451,34.65518631,0.0008,0,3167.719,1.540674161
235,24,"03 May 2008, 23:42:30",3.455115441,-0.001927143185,34.49661504,0.0006,0,3159.078,1.525313874
239,24,"04 May 2008, 4:41:40",3.468023005,-0.001288227655,34.58789397,0.0006,0,3148.829,1.530157032
243,24,"04 May 2008, 9:40:11",3.471133597,-0.004490311926,34.48391219,0.0006,0,3149.094,1.524656683
247,24,"04 May 2008, 14:38:13",3.488339089,-0.001221569209,34.3231683,0.0008,0,3140.547,1.514549299
251,24,"04 May 2008, 19:37:07",3.48822644,-9.20E-05,34.37112414,0.0006,0,3131.625,1.509391505
255,24,"05 May 2008, 0:35:53",3.487700235,-0.002546203183,34.37262004,0.0006,0,3121.907,1.503997433
259,24,"05 May 2008, 5:28:13",3.501914421,-0.001805051287,34.06737353,0.0006,0,3122.125,1.493520192
263,24,"05 May 2008, 11:41:31",3.506489884,-0.002346995765,34.01427816,0.0006,0,3121.672,1.487632302
265,24,"05 May 2008, 20:40:08",3.461271256,-0.001589364073,35.63390029,0.0008,0,3120.86,1.530287621
269,24,"06 May 2008, 1:38:46",3.495979747,-0.002813062157,34.63193513,0.0006,0,3103.828,1.504076009
273,24,"06 May 2008, 6:37:06",3.495868233,-0.002245547841,34.4836648,0.0006,0,3095.094,1.488759361
277,24,"06 May 2008, 11:25:21",3.516832478,-0.003048177774,34.19890636,0.0006,0,3095.781,1.478277929
281,24,"06 May 2008, 16:23:36",3.514080559,-0.003030933483,34.73440889,0.0006,0,3094.328,1.478459982
285,24,"06 May 2008, 21:21:49",3.517916927,-0.003197369981,34.85451607,0.0006,0,3086.531,1.473214845
289,24,"07 May 2008, 2:17:25",3.519101676,-0.002832656975,34.71454754,0.0006,0,3085.625,1.467516494
293,24,"07 May 2008, 7:04:02",3.521493643,-0.002304841301,34.40844196,0.0006,0,3067.203,1.451629266
297,24,"07 May 2008, 12:01:49",3.531199617,-0.003266350519,34.2299179,0.0006,0,3058.157,1.451923772
301,24,"07 May 2008, 16:59:29",3.540682829,-0.002590438737,34.45467968,0.0008,0,3058.812,1.447148469
305,24,"07 May 2008, 21:56:09",3.535654119,-0.005834401131,34.80310291,0.0006,0,3058.578,1.446853811
309,24,"08 May 2008, 2:53:49",3.542648087,-0.0008107827826,34.81930482,0.0006,0,3049.328,1.441674193
312,24,"09 May 2008, 12:25:07",3.502946852,-0.004082848523,36.55243678,0.0006,0,3177.219,1.593586659
315,24,"09 May 2008, 20:28:09",3.459144575,-0.001243713407,36.57029302,0.0006,0,3082.937,1.546390238
319,24,"10 May 2008, 1:21:56",3.488590851,0.0002570745918,35.95639891,0.0006,0,3074.266,1.514705592
323,24,"10 May 2008, 6:18:12",3.500662571,-0.004456519471,35.57203522,0.0006,0,3066,1.498978608
327,24,"10 May 2008, 11:16:04",3.519098513,-0.0005216459352,35.12626059,0.0006,0,3056.437,1.483111075
331,24,"10 May 2008, 16:11:56",3.521286095,0.002124212915,35.05245407,0.0006,0,3048.219,1.472966483
335,24,"10 May 2008, 21:07:54",3.531585116,-0.001277149326,34.99131294,0.0008,0,3039.218,1.46276044
339,24,"11 May 2008, 2:05:21",3.532926288,-0.002883090442,34.94359969,0.0008,0,3039.047,1.451836468
343,24,"11 May 2008, 6:55:27",3.539045489,-0.004743717288,34.8498356,0.0006,0,3030.375,1.446867064
347,24,"11 May 2008, 11:52:47",3.545547134,-0.005003296611,34.86099755,0.0008,0,3021,1.441380399
351,24,"11 May 2008, 16:49:58",3.548456586,-0.004076598785,34.83766255,0.0008,0,3021.75,1.431210745
355,24,"11 May 2008, 21:47:12",3.549925959,-0.003369633278,34.87870781,0.0006,0,3012.265,1.426024718
359,24,"12 May 2008, 2:36:58",3.562236912,-0.003086654236,34.66799385,0.0006,0,3002.641,1.42048765
363,24,"12 May 2008, 12:56:34",3.558769895,-0.003486197159,35.25576699,0.0006,0,3012,1.420700623
366,24,"12 May 2008, 18:59:59",3.541383496,-0.001681499972,35.87126419,0.0006,0,3020.11,1.452255804
370,24,"12 May 2008, 23:53:17",3.557320348,-0.003624230046,35.55867419,0.0006,0,3002.172,1.431557633
374,24,"13 May 2008, 4:35:25",3.556002116,-0.0001220877719,35.37917333,0.0006,0,2992.703,1.415015751
378,24,"13 May 2008, 9:24:04",3.565450927,-0.003002244139,35.25835879,0.0008,0,2964.468,1.409731151
382,24,"13 May 2008, 14:20:24",3.577810928,-0.002660121309,34.97774357,0.0008,0,2983.375,1.404917318
386,24,"13 May 2008, 19:04:20",3.582384274,-0.004289379362,35.09536675,0.0006,0,2975.297,1.395164297
390,24,"13 May 2008, 23:59:26",3.583670209,-0.002516960157,35.23466126,0.0008,0,2974.985,1.394534383
394,24,"14 May 2008, 4:55:57",3.585625374,-0.0006328574526,35.03458093,0.0006,0,2966.25,1.389317118
398,24,"14 May 2008, 9:52:22",3.588984285,-0.004653356992,34.95973624,0.0008,0,2956.359,1.383837947
402,24,"14 May 2008, 14:35:22",3.586470021,-0.004734773627,35.13036409,0.0008,0,2956.344,1.373681424
406,24,"14 May 2008, 19:31:39",3.592351575,-0.004164311052,35.3100084,0.0008,0,2956.406,1.378605989
410,24,"15 May 2008, 0:27:55",3.596312407,-0.001971315804,35.16961821,0.0006,0,2947.266,1.37376003
414,24,"15 May 2008, 5:24:04",3.600238913,-0.003212939096,34.99384428,0.0008,0,2937.984,1.368258058
418,24,"15 May 2008, 10:20:03",3.604261987,-0.005286186126,34.87051339,0.0006,0,2929.125,1.363302404
422,24,"15 May 2008, 15:10:59",3.610208785,-0.005880018531,34.99150316,0.0008,0,2928.454,1.358096614
426,24,"15 May 2008, 19:56:47",3.604384847,-0.002697481794,35.37035355,0.0006,0,2929.375,1.353269091
430,24,"16 May 2008, 16:54:59",3.592939591,-0.0002897043697,35.35792668,0.0008,0,2946.031,1.384160574
432,24,"16 May 2008, 21:37:39",3.586261533,-0.002696693174,35.88749242,0.0006,0,2955.438,1.405146779
436,24,"17 May 2008, 2:32:13",3.599373322,-0.004809369279,35.41362625,0.0006,0,2937.625,1.378719023
440,24,"17 May 2008, 7:25:19",3.613313371,-0.003695633181,34.8666265,0.0006,0,2929.078,1.368265778
444,24,"17 May 2008, 12:21:15",3.612916401,0.00244816454,34.90046553,0.0006,0,2918.375,1.35731513
448,24,"17 May 2008, 17:15:37",3.623076762,-0.004482877775,34.62406487,0.0006,0,2919.812,1.352493464
452,24,"17 May 2008, 22:10:51",3.622541001,-0.0003725715106,34.74761765,0.0006,0,2900.422,1.347409915
456,24,"18 May 2008, 3:05:19",3.6262759,-0.0006780455442,34.60698634,0.0008,0,2901.375,1.337007513
460,24,"18 May 2008, 8:00:50",3.630939582,-0.002562552932,34.37583933,0.0006,0,2901.187,1.331235297
464,24,"18 May 2008, 12:44:48",3.636652152,-0.003752025128,34.21509258,0.0006,0,2891.64,1.325930378
468,24,"18 May 2008, 17:36:29",3.633648675,0.0009710625802,34.40452575,0.0006,0,2882.906,1.321578744
472,24,"18 May 2008, 22:31:45",3.640852642,-0.003630999262,34.27105539,0.0006,0,2883.265,1.321225074
476,24,"19 May 2008, 3:27:07",3.646304145,-0.001610588681,34.0994987,0.0008,0,2882.969,1.31564853
480,24,"19 May 2008, 15:34:33",3.643185525,-0.005161246814,34.34747481,0.0006,0,2891.656,1.32090257
482,24,"19 May 2008, 20:59:48",3.630091792,-0.006681833318,34.64277824,0.0006,0,2901.25,1.347432877
484,24,"20 May 2008, 1:16:42",3.644383145,-0.003068345143,34.12594283,0.0006,0,2891.703,1.326012807
488,24,"20 May 2008, 6:12:06",3.647724843,-0.004687032455,33.88737678,0.0006,0,2883.016,1.310118678
492,24,"20 May 2008, 11:07:23",3.654758881,-0.005159107911,33.56218508,0.0006,0,2873.453,1.305216202
496,24,"20 May 2008, 15:57:27",3.649848217,-0.003632256561,33.97512947,0.0006,0,2874.031,1.300406195
500,24,"20 May 2008, 20:50:39",3.654795053,-0.003771132033,33.99383111,0.0006,0,2874.234,1.300235736
504,24,"21 May 2008, 1:39:38",3.655196921,-0.001608592749,33.80021083,0.0006,0,2864.984,1.289506672
508,24,"21 May 2008, 6:24:27",3.660920185,-0.003679338825,33.39907835,0.0006,0,2855.093,1.279253057
512,24,"21 May 2008, 11:18:06",3.666550646,-0.003249394265,33.17152279,0.0006,0,2855.625,1.279207817
516,24,"21 May 2008, 16:10:21",3.66483042,-0.001290470769,33.525893,0.0006,0,2855.594,1.274036761
520,24,"21 May 2008, 21:02:09",3.667070842,-0.002417411211,33.4843476,0.0006,0,2847.437,1.274127392
524,24,"22 May 2008, 1:42:59",3.671063897,-0.001914484586,33.05127195,0.0006,0,2847.36,1.263763943
528,24,"22 May 2008, 6:32:40",3.675527991,-0.0002162405678,32.79536153,0.0006,0,2837.328,1.258137369
532,24,"22 May 2008, 11:23:22",3.672911707,-0.004899847127,32.87846637,0.0008,0,2837.281,1.253259864
536,24,"22 May 2008, 16:17:58",3.672942608,-0.001504247525,33.21432606,0.0006,0,2838.515,1.253231332
540,24,"22 May 2008, 20:59:50",3.676426872,0.001852841271,33.01008607,0.0006,0,2828.328,1.248087496
544,24,"23 May 2008, 12:13:16",3.678748349,-0.003839721423,32.83266948,0.0006,0,2838.265,1.253435428
547,24,"23 May 2008, 20:14:29",3.666024381,-0.005836019933,33.95920158,0.0006,0,2864.547,1.289804877
551,24,"24 May 2008, 1:09:21",3.673517843,-0.007744798123,33.66715541,0.0006,0,2846.39,1.263540202
555,24,"24 May 2008, 6:00:20",3.679265326,-0.0030678548,33.29047667,0.0006,0,2837.969,1.247976171
559,24,"24 May 2008, 10:42:50",3.68100053,-0.001061989913,33.06772145,0.0006,0,2838.156,1.232120288
563,24,"24 May 2008, 15:31:10",3.681621066,-0.005584674986,33.05886239,0.0006,0,2829.843,1.227113767
567,24,"24 May 2008, 20:21:13",3.687058047,-0.002099570154,32.80619309,0.0006,0,2829.625,1.221739758
571,24,"25 May 2008, 1:06:49",3.686609623,-0.00280674104,32.85539211,0.0006,0,2819.437,1.211102679
575,24,"25 May 2008, 5:57:17",3.688664229,-0.003269487331,32.72492218,0.0006,0,2819.579,1.205615977
579,24,"25 May 2008, 10:51:37",3.68942793,-0.003816675445,32.76928329,0.0006,0,2810.672,1.200893626
583,24,"25 May 2008, 15:37:08",3.691557712,-0.002046824275,32.59685985,0.0006,0,2811.485,1.190590399
587,24,"25 May 2008, 20:23:04",3.692494603,-0.002930439184,32.62058103,0.0006,0,2802.422,1.185179251
591,24,"26 May 2008, 1:13:02",3.693907128,-0.00134803307,32.54557847,0.0006,0,2801.625,1.179670682
595,24,"26 May 2008, 6:01:08",3.694626214,-0.005229183877,32.43120346,0.0006,0,2802.031,1.174595284
599,24,"26 May 2008, 10:44:38",3.696326965,-0.0007456920501,32.11347323,0.0006,0,2793.39,1.153818332
603,24,"26 May 2008, 15:30:43",3.697169686,-0.001187802905,32.29936288,0.0006,0,2793.39,1.164400956
607,24,"26 May 2008, 20:21:04",3.696674487,-0.002457138861,32.41675406,0.0008,0,2792.485,1.158797495
611,24,"27 May 2008, 15:52:41",3.693059436,-0.001244768574,32.371097,0.0006,0,2802.016,1.174974883
613,24,"27 May 2008, 20:45:42",3.691808983,-0.003127128843,32.19232413,0.0006,0,2820.39,1.185675233
